Train_Number,Train_Name,Start_Station,Start_Code,Destination_Station,Destination_Code,Departure,Arrival
12963,Mewar Express,Hazrat Nizamuddin,NZM,Udaipur City,UDZ,20:34,07:21
12722,Dakshin Express,Hazrat Nizamuddin,NZM,Vishakapatnam,VSKP,22:58,10:43
12808,Samta Express,Hazrat Nizamuddin,NZM,Vishakapatnam,VSKP,17:39,01:35
12804,Vskp Swrn J Express,Hazrat Nizamuddin,NZM,Vishakapatnam,VSKP,07:08,14:34
12650,Ktk Sampark K Express,Hazrat Nizamuddin,NZM,Yesvantpur Junction,YPR,06:42,16:03
12630,Ypr S Kranti Express,Hazrat Nizamuddin,NZM,Yesvantpur Junction,YPR,15:30,17:41
,,,,,,,
59548,Okha Adi Passenger,Okha,OKHA,Ahmedabad Junction,ADI,17:55,04:18
9562,Okha Bdts Special,Okha,OKHA,Bandra Terminus,BDTS,17:35,17:58
19569,Okha Bsb Express,Okha,OKHA,Varanasi Junction,BSBS,19:05,13:43
59208,Bhavnagar Passenger,Okha,OKHA,Bhavnagar Trmus,BVC,15:01,17:39
19565,Uttaranchal Express,Okha,OKHA,Dehradun,DDN,09:08,17:00
16337,Okha Ers Express,Okha,OKHA,Eranakulam Junction,ERS,00:32,21:23
15635,Guwahati Express,Okha,OKHA,Guwahati,GHY,06:17,07:33
15046,Gorakhpur Express,Okha,OKHA,Gorakhpur Junction,GKP,21:53,00:00
22905,Okha Howrah Express,Okha,OKHA,Howrah Junction,HWH,00:49,10:54
19573,Jaipur Express,Okha,OKHA,Jaipur,JP,08:46,08:28
9563,Okha Jaipur Special,Okha,OKHA,Jaipur,JP,16:58,00:13
19006,Saurashtra Mail,Okha,OKHA,Mumbai Central,MMCT,05:20,02:56
19575,Okha Ndt Express,Okha,OKHA,Nathdwara,NDT,00:45,00:18
18402,Okha Puri Express,Okha,OKHA,Puri,PURI,05:02,21:21
16734,Rameswaram Express,Okha,OKHA,Rameswaram,RMM,07:06,20:28
19252,Okha Somnath Express,Okha,OKHA,Somnath,SMNH,06:11,21:03
19568,Vivek Express,Okha,OKHA,Tuticorin,TN,06:50,04:14
,,,,,,,
12905,Pbr Howrah Express,Porbandar,PBR,Howrah Junction,HWH,10:43,04:57
19262,Kochuveli Express,Porbandar,PBR,Kochuveli,KCVL,17:51,04:59
19216,Saurashtra Express,Porbandar,PBR,Mumbai Central,MMCT,21:44,15:33
19269,Pbr Motihari Express,Porbandar,PBR,Muzaffarpur Junction,MPF,17:23,21:56
19572,Pbr Rjt Express,Porbandar,PBR,Rajkot,RJT,03:03,20:06
19202,Pbr Sc Express,Porbandar,PBR,Secunderabad Junction,SC,01:40,06:33
9221,Secunderabad Special,Porbandar,PBR,Secunderabad Junction,SC,16:16,06:10
19263,Delhi Sr Express,Porbandar,PBR,Delhi S Rohilla,SLN,22:47,14:42
12949,Kaviguru Express,Porbandar,PBR,Santragachi Junction,SRC,08:24,12:41
,,,,,,,
12897,Pdy Bbs Express,Puducherry,PDY,Bhubaneswar,BBS,01:30,06:51
16861,Pdy Cape Express,Puducherry,PDY,Kanyakumari,CAPE,03:07,08:26
11006,Chalukya Express,Puducherry,PDY,Dadar Western,DDR,21:51,13:20
12868,Pdy Howrah Express,Puducherry,PDY,Howrah Junction,HWH,22:21,22:27
16855,Mangalore Express,Puducherry,PDY,Mangalore Cntl,MAQ,09:19,00:29
16857,Mangalore Express,Puducherry,PDY,Mangalore Cntl,MAQ,10:30,18:08
22403,Pdy Ndls Express,Puducherry,PDY,New Delhi,NDLS,02:52,07:00
16574,Yesvantpur Express,Puducherry,PDY,Yesvantpur Junction,YPR,23:48,02:10
,,,,,,,
12948,Azimabad Express,Patna Junction,PNBE,Ahmedabad Junction,ADI,02:05,10:05
19422,Pnbe Adi Express,Patna Junction,PNBE,Ahmedabad Junction,ADI,10:49,21:59
9410,Pnbe Adi Special,Patna Junction,PNBE,Ahmedabad Junction,ADI,05:48,01:50
9412,Pnbe Adi Special,Patna Junction,PNBE,Ahmedabad Junction,ADI,09:39,14:42
2365,Anvt Premium,Patna Junction,PNBE,Anand Vihar Terminal,ANVT,11:03,16:35
2393,Pnbe Anvt Superfast Special,Patna Junction,PNBE,Anand Vihar Terminal,ANVT,15:01,08:40
3209,Pnbe Anvt Superfast Special,Patna Junction,PNBE,Anand Vihar Terminal,ANVT,22:24,19:29
3560,Asansol Special,Patna Junction,PNBE,Asansol Junction,ASN,22:03,06:01
3512,Pnbe Asn Special,Patna Junction,PNBE,Asansol Junction,ASN,12:42,03:54
3562,Pnbe Asn Special,Patna Junction,PNBE,Asansol Junction,ASN,14:18,12:22
3504,Pnbe Asn Special,Patna Junction,PNBE,Asansol Junction,ASN,04:09,02:18
3576,Pnbe Asn Special,Patna Junction,PNBE,Asansol Junction,ASN,22:22,13:11
8450,Pnbe Bbs Special,Patna Junction,PNBE,Bhubaneswar,BBS,11:32,00:11
19050,Pnbe Bdts Express,Patna Junction,PNBE,Bandra Terminus,BDTS,17:57,20:51
9012,Pnbe Bdts Special,Patna Junction,PNBE,Bandra Terminus,BDTS,09:10,03:16
3436,Pnbe Bgp Special,Patna Junction,PNBE,Bhagalpur,BGP,01:11,14:53
13348,Palamou Express,Patna Junction,PNBE,Barkakana Junction,BRKA,04:21,06:25
22844,Pnbe Bsp Express,Patna Junction,PNBE,Bilaspur Junction,BSP,15:38,09:25
4025,Pnbe Dee Special,Patna Junction,PNBE,Delhi S Rohilla,DEE,09:58,07:09
13330,Gangadamodar Express,Patna Junction,PNBE,Dhanbad Junction,DHN,11:55,16:53
13332,Pnbe Dhn Express,Patna Junction,PNBE,Dhanbad Junction,DHN,08:54,23:07
13243,Pnbe Dos Intcit,Patna Junction,PNBE,Dehri On Sone,DOS,07:31,05:44
8298,Pnbe Durg Special,Patna Junction,PNBE,Durg,DURG,14:11,19:56
16360,Pnbe Ers Express,Patna Junction,PNBE,Eranakulam Junction,ERS,16:51,07:46
22644,Pnbe Ers Express,Patna Junction,PNBE,Eranakulam Junction,ERS,07:25,21:53
18625,Pnbe Hte Express,Patna Junction,PNBE,Hatia,HTEA,04:32,22:50
12024,Janshatabdi Express,Patna Junction,PNBE,Howrah Junction,HWH,13:31,10:10
3288,Pnbe Hwh Special,Patna Junction,PNBE,Howrah Junction,HWH,15:55,04:07
3066,Pnbe Hwh Special,Patna Junction,PNBE,Howrah Junction,HWH,23:13,14:39
3072,Pnbe Hwh Special,Patna Junction,PNBE,Howrah Junction,HWH,03:45,06:21
3074,Pnbe Hwh Special,Patna Junction,PNBE,Howrah Junction,HWH,22:33,16:31
9306,Pnbe Indb Premi,Patna Junction,PNBE,Indore Junction Bg,INDB,09:05,18:36
1712,Pnbe Jbp Special,Patna Junction,PNBE,Jabalpur,JBP,03:17,06:25
15714,Intercity Express,Patna Junction,PNBE,Katihar Junction,KIR,07:09,08:21
12360,KOAA Garib Rath,Patna Junction,PNBE,Kolkata,KOAA,15:51,07:25
3134,Pnbe Koaa Special,Patna Junction,PNBE,Kolkata,KOAA,10:41,15:59
13237,Pnbe Kota Express,Patna Junction,PNBE,Kota Junction,KOTA,16:15,14:12
13239,Pnbe Kota Express,Patna Junction,PNBE,Kota Junction,KOTA,08:12,06:53
18621,Patliputra Express,Patna Junction,PNBE,Hatia,KRBA,00:29,10:58
2519,Pnbe Kyq Special,Patna Junction,PNBE,Kamakhya,KYQ,21:37,04:53
3255,Ltt Holi Special,Patna Junction,PNBE,Lokmanyatilak T,LTT,03:56,00:27
2054,Pnbe Ltt Premiu,Patna Junction,PNBE,Lokmanyatilak T,LTT,07:13,21:53
13416,Pnbe Mldt Express,Patna Junction,PNBE,Malda Town,MLDT,22:24,11:46
1054,Pnbe Cstm Special,Patna Junction,PNBE,Mumbai Central,MMCT,18:35,05:37
22355,Suvidha Train,Patna Junction,PNBE,Mumbai Central,MMCT,06:38,03:19
3289,Mys Exam Special,Patna Junction,PNBE,Mysore Junction,MYS,00:01,12:11
6353,Pnbe Ncj Special,Patna Junction,PNBE,Nagercoil Junction,NCJ,17:33,14:29
4039,Pnbe Ndls Ac Special,Patna Junction,PNBE,New Delhi,NDLS,05:26,01:26
4005,Pnbe Ndls Special,Patna Junction,PNBE,New Delhi,NDLS,08:14,02:31
4003,Pnbe Ndls Special,Patna Junction,PNBE,New Delhi,NDLS,20:57,11:57
12150,Pnbe Pune Express,Patna Junction,PNBE,Pune Junction,PUNE,00:37,07:46
3253,Pnbe Pune Holi,Patna Junction,PNBE,Pune Junction,PUNE,20:40,03:59
2349,Pune Premium Special,Patna Junction,PNBE,Pune Junction,PUNE,01:11,07:51
18450,B Nath Dham Express,Patna Junction,PNBE,Puri,PURI,16:31,10:29
8623,Pnbe Rnc Special,Patna Junction,PNBE,Ranchi,RNC,05:37,06:03
12365,Rnc Janshatabdi,Patna Junction,PNBE,Ranchi,RNC,04:30,18:29
2353,Bnc Premium Special,Patna Junction,PNBE,Bangalore Cy Junction,SBC,22:45,01:29
12296,Sangha Mitra Express,Patna Junction,PNBE,Bangalore Cy Junction,SBC,02:18,09:20
12792,Pnbe Sc Express,Patna Junction,PNBE,Secunderabad Junction,SC,01:41,23:36
2792,Pnbe Sc Premium,Patna Junction,PNBE,Secunderabad Junction,SC,09:14,19:50
3241,Sc Rrb Exam Special,Patna Junction,PNBE,Secunderabad Junction,SC,04:09,09:33
23348,Pnbe Sgrl Lnk E,Patna Junction,PNBE,Singrauli,SGRL,14:46,16:43
12568,Rajya Rani Express,Patna Junction,PNBE,Saharsa Junction,SHC,03:28,20:56
22214,Duronto Express,Patna Junction,PNBE,Shalimar,SHM,22:47,03:25
9056,Pnbe St Premium,Patna Junction,PNBE,SURAT,ST,12:52,05:25
2686,Hubli Premium,Patna Junction,PNBE,SSS Hubballi Junction,UBL,16:33,12:05
12742,Pnbe Vsg Express,Patna Junction,PNBE,Vasco Da Gama,VSG,03:54,07:32
,,,,,,,
12866,Lalmati Express,Purulia Junction,PRR,Howrah Junction,HWH,04:02,06:19
12828,Prr Hwh Express,Purulia Junction,PRR,Howrah Junction,HWH,16:39,08:27
12884,Rupasibangla Express,Purulia Junction,PRR,Santragachi Junction,SRC,15:21,08:12
22605,Prr Vm Express,Purulia Junction,PRR,Villuparam Junction,VM,01:58,04:01
,,,,,,,
12298,Adi Duronto Express,Pune Junction,PUNE,Ahmedabad Junction,ADI,08:40,12:31
11096,Ahimsa Express,Pune Junction,PUNE,Ahmedabad Junction,ADI,07:52,17:17
1435,Pune AF Special,Pune Junction,PUNE,Agra Fort,AF,21:21,01:54
11405,Pune Ami Express,Pune Junction,PUNE,Amravati,AMI,02:29,22:10
22881,Pune Bbs Express,Pune Junction,PUNE,Bhubaneswar,BBS,20:02,22:20
12581,Pune Bbs Express,Pune Junction,PUNE,Bhubaneswar,BBS,15:48,19:48
2881,Pune Bbs Premiu,Pune Junction,PUNE,Bhubaneswar,BBS,06:36,03:16
11090,Pune Bgkt Express,Pune Junction,PUNE,Bhagat Ki Kothi,BGKT,03:13,15:05
11092,Pune Bhuj Express,Pune Junction,PUNE,Bhuj,BHUJ,11:30,13:15
11026,Pune Bsl Express,Pune Junction,PUNE,Bhusaval Junction,BSL,01:07,14:07
12850,Pa Bilaspur Express,Pune Junction,PUNE,Bilaspur Junction,BSP,12:13,12:08
8296,Pune Bilaspur S,Pune Junction,PUNE,Bilaspur Junction,BSP,09:58,15:52
11033,Darbhanga Express,Pune Junction,PUNE,Darbhanga Junction,DBG,21:11,00:11
22150,Pune Ers Superfast Express,Pune Junction,PUNE,Eranakulam Junction,ERS,06:30,06:26
11037,Pa Gorakhpur Express,Pune Junction,PUNE,Gorakhpur Junction,GKP,07:40,11:29
15030,Pune Gkp Express,Pune Junction,PUNE,Gorakhpur Junction,GKP,01:31,00:09
5024,Pune Gkp Special,Pune Junction,PUNE,Gorakhpur Junction,GKP,14:19,13:46
11101,Pune Gwalior Express,Pune Junction,PUNE,Gwalior,GWL,06:55,23:31
1011,Pune Hbj Special,Pune Junction,PUNE,Habibganj,HBG,11:37,06:19
1651,Pune Hbj Special,Pune Junction,PUNE,Habibganj,HBG,22:50,15:18
22845,Pune Hatia Superfast,Pune Junction,PUNE,Hatia,HTE,13:09,04:09
12129,Azad Hind Express,Pune Junction,PUNE,Howrah Junction,HWH,11:16,02:55
12221,Howrah Duronto,Pune Junction,PUNE,Howrah Junction,HWH,10:44,02:41
17013,Pune Hyb Express,Pune Junction,PUNE,Hyderabad Decan,HYB,10:36,12:52
22943,Pune Indore Express,Pune Junction,PUNE,Indore Junction Bg,INDB,22:39,02:16
19311,Pune Indore Express,Pune Junction,PUNE,Indore Junction Bg,INDB,10:10,11:05
1109,Pune Indore Special,Pune Junction,PUNE,Indore Junction Bg,INDB,20:40,16:49
11077,Jhelum Express,Pune Junction,PUNE,Jammu Tawi,JAT,20:18,15:24
1655,Pune Jbp Superfast Special,Pune Junction,PUNE,Jabalpur,JBP,21:24,15:18
12939,Pune Jaipur Express,Pune Junction,PUNE,Jaipur,JP,18:23,20:04
9760,Pune Jaipur Special,Pune Junction,PUNE,Jaipur,JP,21:46,09:39
2511,Pune Kyq Special,Pune Junction,PUNE,Kamakhya,KYQ,22:05,14:50
12103,Pa Lucknow Express,Pune Junction,PUNE,Lucknow Ne,LNJ,14:40,19:45
11407,Pune Ljn Express,Pune Junction,PUNE,Lucknow Ne,LNJ,20:51,15:44
1451,Pune Ljn Special,Pune Junction,PUNE,Lucknow Ne,LNJ,07:49,08:11
1477,Pune Ljn Special,Pune Junction,PUNE,Lucknow Ne,LNJ,13:32,16:07
6027,Mas Garibrath S,Pune Junction,PUNE,Chennai Central,MAS,19:40,06:02
11008,Deccan Express,Pune Junction,PUNE,Mumbai Central,MMCT,12:25,14:23
12124,Deccan Queen,Pune Junction,PUNE,Mumbai Central,MMCT,15:07,01:10
22106,Indrayani Express,Pune Junction,PUNE,Mumbai Central,MMCT,11:48,21:43
12128,Intercity Express,Pune Junction,PUNE,Mumbai Central,MMCT,08:50,13:24
12126,Pragati Express,Pune Junction,PUNE,Mumbai Central,MMCT,00:14,15:06
51451,Pune Brmt Passenger,Pune Junction,PUNE,Mumbai Central,MMCT,20:41,13:01
11010,Sinhagad Express,Pune Junction,PUNE,Mumbai Central,MMCT,09:17,09:59
51401,Pune Mmr Passenger,Pune Junction,PUNE,Manmad Junction,MMR,06:42,19:10
22131,Gyan Ganga Express,Pune Junction,PUNE,Manduadih,MUV,10:51,23:02
11031,Gyan Ganga Express,Pune Junction,PUNE,Manduadih,MUV,10:46,15:26
12729,Pune Nanded Express,Pune Junction,PUNE,Nanded,NED,01:24,09:57
17613,Pune Nanded Express,Pune Junction,PUNE,Nanded,NED,12:24,23:41
7630,Pune Nanded Special,Pune Junction,PUNE,Nanded,NED,10:59,05:52
7621,Pune Nanded Special,Pune Junction,PUNE,Nanded,NED,05:21,17:29
12113,Nagpur Junction Garibrat,Pune Junction,PUNE,Nagpur Junction,NGP,18:57,10:18
12135,Pune Nagpur Junction Express,Pune Junction,PUNE,Nagpur Junction,NGP,09:58,00:13
1235,Pune Nagpur Junction Special,Pune Junction,PUNE,Nagpur Junction,NGP,07:38,08:03
1022,Pune Ngp Special,Pune Junction,PUNE,Nagpur Junction,NGP,11:04,22:57
1237,Pune Ngp Superfast Special,Pune Junction,PUNE,Nagpur Junction,NGP,07:13,09:47
12263,Nzm Duronto Express,Pune Junction,PUNE,Hazrat Nizamuddin,NZM,07:50,11:48
4013,Nzm Premium Special,Pune Junction,PUNE,Hazrat Nizamuddin,NZM,14:49,17:36
4407,Nzm Premium Special,Pune Junction,PUNE,Hazrat Nizamuddin,NZM,11:16,17:36
51421,Pune Nzb Passenger,Pune Junction,PUNE,Nizamabad,NZM,23:26,07:23
4417,Pune Nzm Ac Special,Pune Junction,PUNE,Hazrat Nizamuddin,NZM,01:51,10:28
1071,Pune Nzm Special,Pune Junction,PUNE,Hazrat Nizamuddin,NZM,16:30,05:04
1077,Pune Nzm Special,Pune Junction,PUNE,Hazrat Nizamuddin,NZM,10:45,02:27
2350,Pnbe Premium Special,Pune Junction,PUNE,Patna Junction,PNBE,12:47,18:52
12149,Pune Patna Express,Pune Junction,PUNE,Patna Junction,PNBE,05:10,06:07
3254,Pune Patna Special,Pune Junction,PUNE,Patna Junction,PNBE,07:30,21:50
12025,Shatabdi Express,Pune Junction,PUNE,Secunderabad Junction,SC,13:18,17:28
1219,Pune Src Special,Pune Junction,PUNE,Santragachi Junction,SRC,13:16,15:21
12157,Hutatma Express,Pune Junction,PUNE,Solapur Junction,SUR,17:28,17:40
51455,Pune Sur Passenger,Pune Junction,PUNE,Solapur Junction,SUR,09:18,02:06
1010,Pune Sur Superfast Special,Pune Junction,PUNE,Solapur Junction,SUR,23:22,03:39
12169,Sur Intercity,Pune Junction,PUNE,Solapur Junction,SUR,04:07,01:00
6802,Pune Tpj Special,Pune Junction,PUNE,Tiruchchirapali,TPTY,10:55,20:37
2409,Pune Udn Shatabdi Special,Pune Junction,PUNE,Udhna Junction,UDN,01:45,17:38
,,,,,,,
12843,Puri Adi Express,Puri,PURI,Ahmedabad Junction,ADI,08:19,02:42
18405,Puri Adi Express,Puri,PURI,Ahmedabad Junction,ADI,13:31,22:38
18421,Puri Ajmer Express,Puri,PURI,Ajmer Junction,AII,03:05,10:29
14710,Puri Bkn Express,Puri,PURI,Bikaner Junction,BKN,07:43,01:52
22890,Puri Dgha Superfast E,Puri,PURI,Digha Flag Stn,DGHA,12:50,18:09
22878,Puri Digha Express,Puri,PURI,Digha Flag Stn,DGHA,12:39,14:44
18425,Puri Durg Express,Puri,PURI,Durg,DURG,00:11,10:11
15639,Puri Ghy Express,Puri,PURI,Guwahati,GHY,14:07,18:25
12994,Puri Gimb Express,Puri,PURI,Gandhidham Bg,GNC,07:39,21:38
19454,Puri Gimb Express,Puri,PURI,Gandhidham Bg,GNC,05:04,15:51
18477,Utkal Express,Puri,PURI,Haridwar Junction,HW,06:35,09:24
12822,Dhauli Express,Puri,PURI,Howrah Junction,HWH,02:28,15:43
12896,Puri Hwh Express,Puri,PURI,Howrah Junction,HWH,23:42,22:59
12838,Puri Hwh Express,Puri,PURI,Howrah Junction,HWH,11:36,18:54
12888,Puri Hwh Express,Puri,PURI,Howrah Junction,HWH,17:02,06:10
12882,Puri Hwh G Rath,Puri,PURI,Howrah Junction,HWH,17:52,07:33
12278,Satabdi Express,Puri,PURI,Howrah Junction,HWH,03:19,01:28
18410,PURIjagannath Express,Puri,PURI,Howrah Junction,HWH,18:37,22:02
18473,Puri Ju Express,Puri,PURI,Jodhpur Junction,JU,13:47,11:48
15643,Puri Kyq Express,Puri,PURI,Kamakhya,KYQ,00:48,11:29
22866,Puri Ltt Superfast Express,Puri,PURI,Lokmanyatilak T,LTT,19:30,12:12
12146,Puri Ltt Superfast Express,Puri,PURI,Lokmanyatilak T,LTT,12:51,18:13
22859,Puri Chennai Express,Puri,PURI,Chennai Central,MAS,13:19,07:13
12815,Nandan Kanan Express,Puri,PURI,New Delhi,NDLS,08:16,12:30
12875,Neelachal Express,Puri,PURI,New Delhi,NDLS,08:20,13:54
12801,Purushottam Express,Puri,PURI,New Delhi,NDLS,11:59,11:27
18401,Puri Okha Express,Puri,PURI,Okha,OKHA,09:48,08:22
18449,B Nath Dham Express,Puri,PURI,Patna Junction,PNBE,05:30,13:46
18414,Puri Prdp Express,Puri,PURI,Paradip,PRDP,09:59,09:58
18452,Tapaswini Express,Puri,PURI,Rayagada,RGDA,11:50,19:02
18304,Puri Sbp Intercity Express,Puri,PURI,Sambalpur,SBPY,11:21,02:46
22202,Duronto Express,Puri,PURI,Sealdah,SDAH,18:25,07:03
3102,Puri Sdah Special,Puri,PURI,Sealdah,SDAH,11:46,22:44
22836,Puri Shm Superfast Express,Puri,PURI,Shalimar,SHM,10:55,02:07
18407,Puri Snsi Express,Puri,PURI,Sarewagar Shirdi,SNSI,08:19,22:00
2838,Puri Src Premiu,Puri,PURI,Santragachi Junction,SRC,22:09,08:03
8012,Puri Src Special,Puri,PURI,Santragachi Junction,SRC,16:31,21:25
8008,Puri Src Special,Puri,PURI,Santragachi Junction,SRC,13:58,05:42
8010,Puri Src Special,Puri,PURI,Santragachi Junction,SRC,20:38,01:13
8014,Puri Src Special,Puri,PURI,Santragachi Junction,SRC,05:49,23:54
8401,Puri Src Special,Puri,PURI,Santragachi Junction,SRC,14:50,17:54
8410,Puri Src Special,Puri,PURI,Santragachi Junction,SRC,08:20,06:10
22827,Puri ST Express,Puri,PURI,SURAT,ST,18:38,23:42
17479,Puri Tpty Express,Puri,PURI,Tirupati,TPTY,09:30,11:27
22883,Puri Ypr G Rath,Puri,PURI,Yesvantpur Junction,YPR,11:07,06:11
,,,,,,,
7214,Qln Bza Express,Kollam Junction,QLN,Vijayawada Junction,BZA,04:07,14:58
7220,Vijayawada Express,Kollam Junction,QLN,Vijayawada Junction,BZA,08:24,03:13
7110,Hyderabad Express,Kollam Junction,QLN,Hyderabad Decan,HYB,22:49,03:09
7106,Hyderabad Express,Kollam Junction,QLN,Hyderabad Decan,HYB,05:18,21:28
7108,Hyderabad Express,Kollam Junction,QLN,Hyderabad Decan,HYB,18:38,03:22
7165,Hyderabad Express,Kollam Junction,QLN,Hyderabad Decan,HYB,09:23,00:27
7116,Kacheguda Express,Kollam Junction,QLN,Kacheguda,KCG,02:50,05:12
6004,Chennai Express,Kollam Junction,QLN,Chennai Central,MAS,21:32,10:13
7218,Narsapur Express,Kollam Junction,QLN,Narasapur,NS,20:25,00:03
7614,Nizamabad Express,Kollam Junction,QLN,Nizamabad,NZB,17:32,23:37
7112,Qln Sc Express,Kollam Junction,QLN,Secunderabad Junction,SC,06:43,20:26
7506,Tirupathi Express,Kollam Junction,QLN,Tirupati,TPTY,03:53,08:35
8570,Qln Vskp Express,Kollam Junction,QLN,Vishakapatnam,YPR,22:03,23:29
18568,Qln Vskp Express,Kollam Junction,QLN,Vishakapatnam,YPR,20:16,08:31
,,,,,,,
18210,R Drz Express,Raipur Junction,R,Dalli-Rajahara,DRZ,14:34,21:33
8797,R Krba Superfast Special,Raipur Junction,R,Korba,KRBA,07:52,15:22
8795,R Krba Superfast Special,Raipur Junction,R,Korba,KRBA,07:20,11:06
12536,Ljn Garibrath,Raipur Junction,R,Lucknow Ne,LNJ,17:40,22:53
,,,,,,,
12427,Rewa Anvt Express,Rewa,REWA,Anand Vihar Terminal,ANVT,21:56,03:29
2184,Rewa Bpl Superfast Special,Rewa,REWA,Bhopal Junction,BPL,05:47,20:54
58230,Rewa Bsp F Passenger,Rewa,REWA,Bilaspur Junction,BSP,07:40,02:03
51753,Rewa Chrm Fast Passenger,Rewa,REWA,Chirmiri,CHRM,01:24,11:57
1266,Rewa Hbj Special,Rewa,REWA,Habibganj,HBG,19:33,14:24
2192,Rewa Hbj Superfast Special,Rewa,REWA,Habibganj,HBG,08:59,15:13
2186,Rewa Hbj Superfast Special,Rewa,REWA,Habibganj,HBG,20:44,05:46
12186,Rewanchal Express,Rewa,REWA,Habibganj,HBG,08:32,02:19
11703,Rewa Indb Express,Rewa,REWA,Indore Junction Bg,INDB,19:02,18:24
1703,Rewa Indb Express,Rewa,REWA,Indore Junction Bg,INDB,19:28,06:16
11452,Intercity Express,Rewa,REWA,Jabalpur,JBP,05:15,18:01
51702,Rewa Jbp Passenger,Rewa,REWA,Jabalpur,JBP,08:25,07:23
1676,Rewa Kota Superfast Special,Rewa,REWA,Kota Junction,KOTA,01:41,01:31
1670,Rewa Kota Superfast Special,Rewa,REWA,Kota Junction,KOTA,11:10,06:20
11208,Rewa Nagpur Junction Express,Rewa,REWA,Nagpur Junction,NGP,06:32,10:14
9572,Rewa Rjt Special,Rewa,REWA,Rajkot,RJT,18:14,22:56
22938,Rewa Rjt Superfast Express,Rewa,REWA,Rajkot,RJT,15:47,10:33
9741,Re Dee Special,Rewari,REWA,Delhi S Rohilla,SLN,17:17,19:46
,,,,,,,
12395,Ziyarat Express,Rajendra Nagar,RJPB,Ajmer Junction,AII,03:45,03:49
18623,Rjpb Hatia Express,Rajendra Nagar,RJPB,Barkakana Junction,BRKA,04:31,06:12
19314,Indore Express,Rajendra Nagar,RJPB,Indore Junction Bg,INDB,17:04,07:23
19322,Rjpb Indb Express,Rajendra Nagar,RJPB,Indore Junction Bg,INDB,10:40,10:09
18696,Rjpb Ipr Express,Rajendra Nagar,RJPB,Islampur,IPR,21:12,07:38
12355,Archna Express,Rajendra Nagar,RJPB,Jammu Tawi,JAT,17:14,04:10
13201,Rjpb Ltt Express,Rajendra Nagar,RJPB,Lokmanyatilak T,LTT,16:40,03:36
12142,Rjpb Cstm Express,Rajendra Nagar,RJPB,Mumbai Central,MMCT,11:20,20:12
12309,Rjpb RaJPhani,Rajendra Nagar,RJPB,New Delhi,NDLS,16:29,15:09
12393,S Kranti Superfast Express,Rajendra Nagar,RJPB,New Delhi,NDLS,17:09,12:02
13282,Rjpb Ntsk Express,Rajendra Nagar,RJPB,New Tinsukia Junction,NTSK,07:33,12:52
3282,Rjpb Ntsk Special,Rajendra Nagar,RJPB,New Tinsukia Junction,NTSK,16:17,06:18
,,,,,,,
9568,Rjt Brc Superfast Special,Rajkot,RJT,Vadodara Junction,BRC,14:27,11:16
16613,Coimbatore Express,Rajkot,RJT,Coimbatore Junction,CBE,01:33,17:50
19579,Rjt Dee Express,Rajkot,RJT,Delhi S Rohilla,DEE,11:33,04:00
9579,Rjt Dee Express,Rajkot,RJT,Delhi S Rohilla,DEE,19:24,15:10
19571,Rjt Pbr Express,Rajkot,RJT,Porbandar,PBR,10:12,12:39
22937,Rajkot Rewa Express,Rajkot,RJT,Rewa,REWA,20:55,00:37
9571,Rajkot Rewa Special,Rajkot,RJT,Rewa,REWA,02:12,15:45
17017,Rjt Sc Express,Rajkot,RJT,Secunderabad Junction,SC,13:38,22:50
8050,Rjt Src Special,Rajkot,RJT,Santragachi Junction,SRC,07:46,17:06
2850,Rjt Src Special,Rajkot,RJT,Santragachi Junction,SRC,11:26,15:06
,,,,,,,
18495,Bhubaneswar Express,Rameswaram,RMM,Bhubaneswar,BBS,23:18,12:17
14259,Rmm Varanasi Express,Rameswaram,RMM,Varanasi Junction,BSBS,21:43,01:23
22621,Rmm Cape Express,Rameswaram,RMM,Kanyakumari,CAPE,11:03,07:33
16617,Coimbatore Express,Rameswaram,RMM,Coimbatore Junction,CBE,17:13,09:03
6020,Rmm Mas Express,Rameswaram,RMM,Chennai Central,MAS,01:10,21:50
6010,Rmm Mas Express,Rameswaram,RMM,Chennai Central,MAS,04:18,12:19
16102,Chennai Express,Rameswaram,RMM,Chennai Egmore,MS,00:34,02:44
16714,Rmm Chennai Express,Rameswaram,RMM,Chennai Egmore,MS,20:13,21:39
15119,Rmm Muv Express,Rameswaram,RMM,Manduadih,MUV,13:24,21:12
16733,Rmm Okha Express,Rameswaram,RMM,Okha,OKHA,20:35,17:57
16780,Rmm Tpty Express,Rameswaram,RMM,Tirupati,TPTY,12:39,04:06
,,,,,,,
15056,Rmr Af Express,Ramnagar,RMR,Agra Fort,AF,11:46,08:37
19062,Rmr Bdts Express,Ramnagar,RMR,Bandra Terminus,BDTS,13:04,21:17
9062,Rmr Bdts Express,Ramnagar,RMR,Bandra Terminus,BDTS,00:48,16:23
55322,Rmr Bsb Express,Ramnagar,RMR,Varanasi Junction,BSBS,08:21,16:58
15031,Rmr Cdg Express,Ramnagar,RMR,Chandigarh Junction,CDG,15:15,05:37
5055,Rmr Cdg Special,Ramnagar,RMR,Chandigarh Junction,CDG,12:03,04:47
25036,Rmr Dli Link Express,Ramnagar,RMR,Delhi,DLI,14:47,01:25
15034,Rmr Hw Express,Ramnagar,RMR,Haridwar Junction,HW,20:11,08:38
